,City ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
340,8010683,Porto Santo,20,pt,1559667435,78,33.07,-16.34,75.2,17.22
341,88533,Awjilah,1,ly,1559667435,20,29.14,21.3,86.78,9.73
342,1298911,Pyu,86,mm,1559667435,98,18.48,96.43,74.54,3.67
343,6175411,Wallaceburg,40,ca,1559667390,35,42.59,-82.38,80.01,11.41
344,157826,Kidodi,1,tz,1559667436,66,-7.6,37.0,62.3,4.29
345,1791779,Wanning,98,cn,1559667436,96,18.8,110.4,76.52,3.89
346,1337612,Dhidhdhoo,100,mv,1559667436,75,6.88,73.1,84.44,17.69
347,3126369,Carballo,40,es,1559667436,67,43.21,-8.69,64.0,13.87
348,3456905,Montanha,37,br,1559667436,43,-18.13,-40.37,86.24,0.43
349,3347019,Namibe,90,ao,1559667437,88,-15.19,12.15,68.0,11.41
350,5847411,Kahului,75,us,1559667437,83,20.89,-156.47,75.2,10.29
351,778707,Mehamn,0,no,1559667437,81,71.03,27.85,51.8,6.93
352,2063042,Port Hedland,0,au,1559667437,26,-20.31,118.58,60.8,11.41
353,525426,Sobolevo,1,ru,1559667438,85,54.43,31.9,63.02,6.4
354,1067565,Beloha,100,mg,1559667438,72,-25.17,45.06,69.68,6.98
355,3144075,Notodden,40,no,1559667438,52,59.56,9.26,64.4,5.82
356,1489530,Tobolsk,100,ru,1559667438,90,58.2,68.25,58.52,13.49
357,3520994,Puerto Escondido,75,mx,1559667438,66,15.86,-97.07,86.0,6.93
358,3347719,Luena,63,ao,1559667439,42,-11.78,19.91,58.7,3.06
359,2396853,Omboue,27,ga,1559667439,85,-1.57,9.26,76.16,14.85
360,2460954,Araouane,12,ml,1559667158,6,18.9,-3.53,102.26,8.34
361,2191562,Dunedin,93,nz,1559667439,50,-45.87,170.5,45.0,10.0
362,2377457,Nouadhibou,20,mr,1559667439,69,20.93,-17.03,73.4,23.04
363,1737185,Kapit,94,my,1559667439,97,2.02,112.94,72.92,2.01
364,3423146,Ilulissat,75,gl,1559667265,65,69.22,-51.1,44.6,6.93
365,2381334,Atar,11,mr,1559667440,7,20.52,-13.05,110.0,8.72
366,2164422,Griffith,1,au,1559667440,86,-34.29,146.06,41.0,8.05
367,1688696,San Policarpo,48,ph,1559667440,76,12.18,125.51,83.0,3.09
368,2339156,Idah,89,ng,1559667440,71,7.11,6.73,83.54,11.05
369,4791259,Virginia Beach,1,us,1559667440,35,36.85,-75.98,78.01,8.05
370,286621,Salalah,20,om,1559667441,79,17.01,54.1,86.0,11.41
371,2035399,Qianguo,81,cn,1559667441,62,45.12,124.86,65.72,7.7
372,2130421,Date,75,jp,1559667441,93,42.53,140.93,60.01,4.7
373,4191916,Douglas,1,us,1559667441,34,31.51,-82.85,97.0,3.89
374,687455,Obodivka,56,ua,1559667441,86,49.63,26.02,66.98,7.94
375,4282757,Ashland,1,us,1559667334,60,38.48,-82.64,78.01,6.51
376,3073731,Kelc,0,cz,1559667442,50,49.48,17.82,80.01,5.82
377,2487130,Sidi Ali,0,dz,1559667442,63,36.1,0.42,74.0,4.18
378,5386754,Redlands,90,us,1559667411,82,34.06,-117.19,82.99,8.93
379,1735022,Temerloh,99,my,1559667442,88,3.45,102.42,75.08,0.13
380,1178560,Ghauspur,43,pk,1559667443,7,28.14,69.08,105.5,11.7
381,1496503,Noyabrsk,0,ru,1559667443,50,63.2,75.45,55.82,8.32
382,1862505,Hirara,100,jp,1559667443,82,24.8,125.28,80.84,6.26
383,1337607,Kudahuvadhoo,100,mv,1559667443,75,2.67,72.89,85.34,15.9
384,4034188,Moerai,74,pf,1559667444,79,-22.43,-151.33,75.62,5.26
385,6316343,Alta Floresta,40,br,1559667444,58,-9.87,-56.08,87.8,8.05
386,3195399,Maslovare,20,ba,1559667444,73,44.56,17.53,73.4,1.12
387,1634614,Nabire,100,id,1559667444,100,-3.36,135.5,70.58,3.44
388,792456,Bor,34,rs,1559667444,90,44.07,22.1,59.78,4.14
389,1795184,Shilong,75,cn,1559667445,83,23.11,113.84,84.99,4.47
390,2013279,Vostok,79,ru,1559667359,92,46.45,135.83,47.54,3.0
391,2136825,Isangel,45,vu,1559667445,78,-19.55,169.27,76.7,3.69
392,1633419,Padang,100,id,1559667445,73,-0.92,100.36,84.62,3.96
393,285663,Bayan,0,kw,1559667344,27,29.3,48.05,102.2,9.17
394,4267710,Sitka,89,us,1559667446,39,37.17,-99.65,86.42,3.76
395,3402429,Caucaia,40,br,1559667446,62,-3.73,-38.66,87.8,17.22
396,2454934,Kolondieba,85,ml,1559667446,52,11.09,-6.89,90.56,3.2
397,3374218,Santa Maria,75,cv,1559667446,58,16.6,-22.9,82.4,13.87
398,1647834,Bulakamba,100,id,1559667446,96,-6.87,108.95,70.76,3.6
399,3843123,Neuquen,75,ar,1559667447,81,-38.95,-68.06,50.0,2.24
400,3992154,Potam,5,mx,1559667447,54,27.6,-110.38,82.99,3.36
401,5917158,Carleton Place,75,ca,1559667280,44,45.14,-76.15,66.99,11.41
402,542908,Krasavino,100,ru,1559667447,94,60.96,46.48,49.7,4.14
403,5882953,Aklavik,75,ca,1559667447,75,68.22,-135.01,46.4,6.93
404,3382160,Cayenne,75,gf,1559667448,70,4.94,-52.33,87.8,13.87
405,64814,Bandarbeyla,100,so,1559667448,57,9.49,50.81,85.7,10.71
406,1498402,Mortka,100,ru,1559667448,89,59.33,66.02,57.98,12.66
407,1215502,Banda Aceh,100,id,1559667169,74,5.56,95.32,84.44,6.85
408,576172,Alekseyevskoye,99,ru,1559667448,61,45.2,43.58,77.06,4.25
409,3129135,Aviles,40,es,1559667449,72,43.55,-5.92,62.6,12.75
410,2212775,Sabha,33,ly,1559667449,21,27.03,14.43,92.72,8.59
411,2259655,Impfondo,53,cg,1559667449,70,1.64,18.07,79.94,2.3
412,2014927,Tulun,39,ru,1559667449,71,54.56,100.58,43.76,1.88
413,2012956,Yerbogachen,0,ru,1559667190,51,61.28,108.01,47.36,2.33
414,2122090,Pevek,100,ru,1559667449,95,69.7,170.27,32.06,6.33
415,3576812,Castries,75,lc,1559667266,70,14.0,-61.01,87.8,13.87
416,3448454,Belmonte,26,br,1559667450,40,-26.84,-53.58,75.99,3.24
417,6144312,Sept-Iles,75,ca,1559667450,81,50.2,-66.38,52.0,10.29
418,2514651,Los Llanos de Aridane,20,es,1559667450,69,28.66,-17.92,73.4,14.99
419,1506938,Erzin,38,ru,1559667450,71,50.26,95.16,49.52,11.92
420,101628,Tabuk,40,sa,1559667236,10,28.38,36.58,100.4,6.93
421,3897347,Calama,0,cl,1559667451,1,-22.46,-68.93,78.01,12.75
422,1337613,Kulhudhuffushi,100,mv,1559667451,76,6.62,73.07,84.08,20.65
423,1806840,Qidong,0,cn,1559667451,79,31.81,121.66,77.0,8.66
424,2071860,Esperance,0,au,1559667451,76,-33.86,121.89,48.2,12.75
425,3870243,Taltal,0,cl,1559667451,41,-25.41,-70.49,72.92,6.49
426,3448558,Sao Luis de Montes Belos,8,br,1559667452,53,-16.52,-50.37,81.38,9.04
427,2094342,Kavieng,89,pg,1559667452,75,-2.57,150.8,82.82,5.23
428,2455456,kimparana,100,ml,1559667452,31,12.83,-4.92,99.38,7.27
429,1636426,Manggar,84,id,1559667452,86,-2.88,108.27,77.78,2.95
430,6050066,La Ronge,40,ca,1559667452,51,55.1,-105.3,60.8,14.99
431,1503037,Kodinsk,85,ru,1559667453,57,58.6,99.18,54.92,4.79
432,585514,Yevlax,40,az,1559667453,47,40.61,47.15,80.6,6.93
433,3460826,Itamaraju,16,br,1559667453,57,-17.04,-39.53,82.64,2.8
434,2063036,Port Lincoln,99,au,1559667453,60,-34.72,135.86,56.54,8.41
435,1214724,Langsa,100,id,1559667453,97,4.47,97.97,71.48,2.39
436,3427833,Tandil,86,ar,1559667454,68,-37.33,-59.14,64.0,11.01
437,6121621,Revelstoke,1,ca,1559667454,67,50.99,-118.19,59.0,5.82
438,2281951,Sassandra,50,ci,1559667454,76,4.95,-6.09,79.22,6.04
439,2067119,Mandurah,1,au,1559667454,47,-32.55,115.7,57.0,6.93
440,1495626,Pangody,49,ru,1559667454,47,65.85,74.49,56.18,10.27
441,3061184,Banska Stiavnica,40,sk,1559667455,69,48.45,18.91,73.4,3.36
442,3590069,San Jose,100,gt,1559667455,46,16.98,-89.9,95.06,3.4
443,1257263,Saraikela,67,in,1559667455,69,22.7,85.93,85.34,6.2
444,3372472,Vila Franca do Campo,40,pt,1559667455,52,37.72,-25.43,66.2,12.75
445,1625908,Sungairaya,100,id,1559667456,74,0.7,108.9,84.44,10.07
446,899825,Petauke,0,zm,1559667456,68,-14.25,31.33,62.48,6.24
447,1850144,Nishihara,75,jp,1559667456,88,35.74,139.53,75.0,4.7
448,3161733,Skjold,75,no,1559667456,76,60.31,5.33,59.0,16.11
449,1784310,Zhongshu,4,cn,1559667456,88,24.52,103.77,62.84,6.13
450,3692073,Santiago de Cao,90,pe,1559667457,82,-7.96,-79.24,68.0,11.41
451,2017215,Sangar,80,ru,1559667457,59,63.92,127.47,55.64,6.98
452,2160517,Launceston,1,au,1559667359,86,-41.43,147.14,34.0,6.93
453,1082243,Ambilobe,0,mg,1559667457,72,-13.19,49.05,73.46,11.01
454,3899695,Ancud,90,cl,1559667457,100,-41.87,-73.83,53.6,19.46
455,5850554,Makakilo City,20,us,1559667458,78,21.35,-158.09,78.8,5.82
456,3369174,Calvinia,46,za,1559667246,59,-31.47,19.78,55.82,7.9
457,2125693,Evensk,60,ru,1559667458,76,61.92,159.24,49.16,3.36
458,2129868,Iwanai,68,jp,1559667458,98,42.97,140.51,53.66,1.77
459,5856516,Ahuimanu,20,us,1559667458,78,21.44,-157.84,78.8,5.82
460,1808534,Helong,0,cn,1559667459,89,25.94,116.13,74.18,3.78
461,3526756,Isla Mujeres,75,mx,1559667459,70,21.23,-86.73,86.0,16.11
462,1277874,Bagli,52,in,1559667459,19,22.64,76.35,100.64,14.2
463,3575479,Charlestown,40,kn,1559667459,79,17.13,-62.62,86.0,12.75
464,3179347,Cattolica,0,it,1559667460,47,43.96,12.74,82.99,10.29
465,6113828,Provost,12,ca,1559667460,32,52.35,-110.26,66.44,11.01
466,6943825,Bonaventure,90,ca,1559667460,58,48.04,-65.49,57.2,10.29
467,2303611,Axim,100,gh,1559667461,89,4.87,-2.24,77.78,10.33
468,2269142,Colares,20,pt,1559667461,59,38.8,-9.45,70.0,18.34
469,3141667,Roald,40,no,1559667461,67,62.58,6.12,59.0,9.17
470,2075720,Broome,0,au,1559667461,29,-17.97,122.23,66.2,11.41
471,4944903,Nantucket,1,us,1559667335,45,41.28,-70.1,66.99,17.22
472,2522325,Aguimes,20,es,1559667462,69,27.91,-15.45,80.01,26.4
473,2311127,Tshela,34,cd,1559667462,88,-4.99,12.94,72.74,4.21
474,632542,Vammala,0,fi,1559667462,52,61.34,22.91,69.01,8.05
475,1738050,Miri,75,my,1559667462,94,4.41,114.01,77.0,4.7
476,2021093,Kuytun,10,ru,1559667462,69,54.34,101.51,43.76,0.94
477,3412093,Vestmannaeyjar,0,is,1559667463,57,63.44,-20.27,50.0,11.41
478,3437148,Salto del Guaira,0,py,1559667463,63,-24.06,-54.31,71.84,4.23
479,876233,Leua,74,ao,1559667463,43,-11.65,20.45,60.32,5.12
480,5919850,Chapais,90,ca,1559667463,93,49.78,-74.86,35.6,10.29
481,3929051,Santiago,13,pe,1559667463,83,-14.19,-75.71,64.99,10.0
482,1861280,Itoman,40,jp,1559667464,88,26.12,127.67,77.0,8.05
483,964406,Port Shepstone,77,za,1559667464,37,-30.74,30.45,65.18,6.35
484,2120591,Tilichiki,100,ru,1559667466,91,60.47,166.1,42.86,3.49
485,2610343,Vestmanna,100,fo,1559667466,100,62.16,-7.17,44.6,23.04
486,553518,Kamennogorsk,0,ru,1559667467,56,60.95,29.13,77.0,5.82
487,1505579,Inta,100,ru,1559667467,73,66.04,60.13,40.52,6.13
488,2964782,Dingle,75,ie,1559667468,76,52.14,-10.27,55.4,10.29
489,3932145,Pisco,90,pe,1559667468,30,-13.71,-76.2,71.6,6.93
490,1529376,Korla,100,cn,1559667468,48,41.76,86.15,60.32,5.64
491,140097,Borazjan,0,ir,1559667468,33,29.27,51.21,91.4,3.15
492,3451190,Rio de Janeiro,75,br,1559667468,82,-22.91,-43.21,78.8,10.29
493,1525376,Bestobe,24,kz,1559667468,34,52.5,73.1,69.86,18.66
494,2171722,Charters Towers,100,au,1559667469,36,-20.07,146.27,52.58,12.17
495,3385670,Urucara,7,br,1559667469,46,-2.54,-57.76,93.62,4.92
496,5871146,Palmer,1,us,1559667469,71,61.6,-149.11,57.2,4.7
497,2092164,Lorengau,86,pg,1559667469,86,-2.02,147.27,79.4,4.59
498,4004293,Ixtapa,90,mx,1559667470,94,20.71,-105.21,75.2,10.0
499,2619650,Hundested,46,dk,1559667470,68,55.97,11.85,66.2,4.7
500,4031742,Egvekinot,99,ru,1559667470,97,66.32,-179.17,39.62,7.36
501,2127202,Anadyr,0,ru,1559667419,81,64.73,177.51,42.8,6.71
502,3440777,Rocha,0,uy,1559667470,55,-34.48,-54.34,61.04,5.97
503,3524965,San Francisco del Mar,100,mx,1559667470,58,16.34,-94.51,89.12,9.57
504,1252795,Yanam,40,in,1559667471,52,16.73,82.22,87.8,6.93
505,935616,Le Port,90,re,1559667385,77,-20.94,55.29,73.4,19.46
506,1168700,Ormara,5,pk,1559667471,29,25.21,64.64,95.96,11.1
507,649924,Kuusamo,40,fi,1559667471,63,65.96,29.19,60.8,14.99
508,145531,Saurimo,24,ao,1559667471,39,-9.66,20.4,65.18,4.47
509,6178038,Wembley,40,ca,1559667472,32,55.15,-119.14,57.2,28.86
510,584051,Svetlogorsk,75,ru,1559667472,50,53.14,59.15,53.6,17.9
511,1045114,Inhambane,0,mz,1559667472,88,-23.87,35.38,63.38,3.85
512,962367,Richards Bay,0,za,1559667418,66,-28.77,32.06,74.72,18.39
513,1847947,Shingu,100,jp,1559667191,96,33.72,135.99,57.62,3.06
514,2267226,Lagos,20,pt,1559667429,60,37.1,-8.67,79.0,24.16
515,2541479,Nador,0,ma,1559667472,61,35.17,-2.93,86.0,4.7
516,3621607,Santa Cruz,40,cr,1559667473,66,10.26,-85.58,87.8,5.82
517,2174444,Bowen,100,au,1559667177,93,-20.01,148.25,61.0,4.7
518,5203211,New Kensington,75,us,1559667473,37,40.57,-79.76,73.99,9.17
519,1267390,Kavaratti,96,in,1559667473,73,10.57,72.64,86.24,10.02
520,506029,Poshekhonye,0,ru,1559667473,68,58.5,39.12,61.58,9.86
521,3150261,Kirkenaer,40,no,1559667473,55,60.46,12.06,64.4,12.75
